// example:
// auto LoadLibrary = *reinterpret_cast<void *(__stdcall **)(const char *)>(0xC0F488);
// LoadLibrary("test.dll")

Address	Ordinal	Name	Library
00C0F9F4		D3DXCreateCubeTextureFromFileInMemoryEx	d3dx9_35
00C0F9F8		D3DXCreateVolumeTextureFromFileInMemoryEx	d3dx9_35
00C0FA00		StackWalk	dbghelp
00C0FA04		SymInitialize	dbghelp
00C0FA08		SymGetModuleBase	dbghelp
00C0FA0C		SymSetOptions	dbghelp
00C0FA10		SymGetSymFromAddr	dbghelp
00C0FA14		SymFunctionTableAccess	dbghelp
00C0FA18		SymCleanup	dbghelp
00C0FA1C		UnDecorateSymbolName	dbghelp
00C0FA20		SymGetLineFromAddr	dbghelp
00C0FA28		ReportFault	faultrep
00C0FA30		RegisterDragDrop	ole32
00C0FA34		OleInitialize	ole32
00C0FA38		CoInitialize	ole32
00C0FA3C		CoCreateInstance	ole32
00C0FA40		CoLockObjectExternal	ole32
00C0FA44		RevokeDragDrop	ole32
00C0FA48		OleSetClipboard	ole32
00C0FA4C		OleFlushClipboard	ole32
00C0FA50		ReleaseStgMedium	ole32
00C0FA54		OleGetClipboard	ole32
00C0FA58		OleUninitialize	ole32
